sequence,allocation_order,candidate_key,detector,channel,request_start_gps,request_end_gps,window_start_gps,window_end_gps,status,sample_rate_hz,dtype,sample_count,expected_sample_count,first_sample_gps,last_sample_exclusive_gps,payload_path,payload_sha256,transport,error_type,error_message
131,19,GWTC-4.1:S230530p,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,0974b562e23453590463ff1b055886766a9bbc804fda93b9c7051ef1333512fe,nds2.connection.iterate,,
132,19,GWTC-4.1:S230530p,L1,L1:GDS-GATED_STRAIN_AR,1369460217,1369460234,1369460217.9438477,1369460233.9438477,SUCCESS,16384,float64,262144,262144,1369460217.9438477,1369460233.9438477,work/strain_payload/GWTC-4.1_S230530p/L1/GDS-GATED_STRAIN_AR.npy,c5550c808bfa1254023f5cd160778e4ba58581abf7ded7238a6825e6486c936c,nds2.connection.iterate,,
133,20,GWTC-4.1:S231206cn,H1,H1:GDS-CALIB_STRAIN_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/H1/GDS-CALIB_STRAIN_AR.npy,5fc6112171ac7b96eb5bd244c0a855f448eaecafdb6c52f290603d40024711d7,nds2.connection.iterate,,
134,20,GWTC-4.1:S231206cn,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,54c77b1b8eba8de641ffcd37df3b0228ce9ec5b98a89da0383de1febaad82520,nds2.connection.iterate,,
135,20,GWTC-4.1:S231206cn,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,0c21f885ae93a93ba0f329621f68eda41cb279f0d5b391dd8038fbd86931364d,nds2.connection.iterate,,
136,20,GWTC-4.1:S231206cn,H1,H1:GDS-GATED_STRAIN_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/H1/GDS-GATED_STRAIN_AR.npy,54c77b1b8eba8de641ffcd37df3b0228ce9ec5b98a89da0383de1febaad82520,nds2.connection.iterate,,
137,20,GWTC-4.1:S231206cn,L1,L1:GDS-CALIB_STRAIN_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/L1/GDS-CALIB_STRAIN_AR.npy,bfe53935254036784cb6d27f44517ade6e872c1713b6297bb19a9d94b11075bc,nds2.connection.iterate,,
138,20,GWTC-4.1:S231206cn,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,1dec549c32f66c68881465fedc3528ada1c1f4b48a53f8158750a8035b41124f,nds2.connection.iterate,,
139,20,GWTC-4.1:S231206cn,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,473d5354e445cca61ea2e88090eb7ef64bf22365116f6a3bfbfd4f6e43e2f636,nds2.connection.iterate,,
140,20,GWTC-4.1:S231206cn,L1,L1:GDS-GATED_STRAIN_AR,1385899343,1385899360,1385899343.1921387,1385899359.1921387,SUCCESS,16384,float64,262144,262144,1385899343.1921387,1385899359.1921387,work/strain_payload/GWTC-4.1_S231206cn/L1/GDS-GATED_STRAIN_AR.npy,7d8ca1062cffdec0ff4b1872c5144fa0087a89ceeea6751e9b1014cb891d31df,nds2.connection.iterate,,
141,21,PAIR:S230831e,H1,H1:GDS-CALIB_STRAIN_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/H1/GDS-CALIB_STRAIN_AR.npy,b4ea829abcbb93cdc5b8405f920547b508833eba466d235fe1ab6b0a0741e26f,nds2.connection.iterate,,
142,21,PAIR:S230831e,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,efd0a49108c000bc84f7a2b654f8aab85c031719f377002194ff2204bac3b539,nds2.connection.iterate,,
143,21,PAIR:S230831e,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,efd0a49108c000bc84f7a2b654f8aab85c031719f377002194ff2204bac3b539,nds2.connection.iterate,,
144,21,PAIR:S230831e,H1,H1:GDS-GATED_STRAIN_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/H1/GDS-GATED_STRAIN_AR.npy,efd0a49108c000bc84f7a2b654f8aab85c031719f377002194ff2204bac3b539,nds2.connection.iterate,,
145,21,PAIR:S230831e,L1,L1:GDS-CALIB_STRAIN_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/L1/GDS-CALIB_STRAIN_AR.npy,b4757d18a1870abde7443f7595739c4df94105920ac3db4762e4a81ada4c8613,nds2.connection.iterate,,
146,21,PAIR:S230831e,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,f656ada0c7afe6f1cf57eb9db9c108732a7a532a38ef303bef6503c5150a6ec1,nds2.connection.iterate,,
147,21,PAIR:S230831e,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,f656ada0c7afe6f1cf57eb9db9c108732a7a532a38ef303bef6503c5150a6ec1,nds2.connection.iterate,,
148,21,PAIR:S230831e,L1,L1:GDS-GATED_STRAIN_AR,1377482064,1377482081,1377482064.0571289,1377482080.0571289,SUCCESS,16384,float64,262144,262144,1377482064.0571289,1377482080.0571289,work/strain_payload/PAIR_S230831e/L1/GDS-GATED_STRAIN_AR.npy,f2e1fa0285060941ab4926d12e427ce27a93320f8e3d4a7d2487e2a6a55dc32a,nds2.connection.iterate,,
149,22,PAIR:S231108u,H1,H1:GDS-CALIB_STRAIN_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/H1/GDS-CALIB_STRAIN_AR.npy,41d151af2987f53ef82d3b97017367c8703e96b80a5abc079c281aa824edee63,nds2.connection.iterate,,
150,22,PAIR:S231108u,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,21e65812fccc576b0320a3fa4545281e6b82cfbbcb8e3bcc78635d95553718b7,nds2.connection.iterate,,
151,22,PAIR:S231108u,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,21e65812fccc576b0320a3fa4545281e6b82cfbbcb8e3bcc78635d95553718b7,nds2.connection.iterate,,
152,22,PAIR:S231108u,H1,H1:GDS-GATED_STRAIN_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/H1/GDS-GATED_STRAIN_AR.npy,21e65812fccc576b0320a3fa4545281e6b82cfbbcb8e3bcc78635d95553718b7,nds2.connection.iterate,,
153,22,PAIR:S231108u,L1,L1:GDS-CALIB_STRAIN_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/L1/GDS-CALIB_STRAIN_AR.npy,28c190a44d4107427e057f239ef36bf089c51ea14ee801dd7964a20812efb00e,nds2.connection.iterate,,
154,22,PAIR:S231108u,L1,L1:GDS-CALIB_STRAIN_NOLINES_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/L1/GDS-CALIB_STRAIN_NOLINES_AR.npy,a41667fc1a2468b8772f072c695e15f4bbdbc4429f576d234a5901950e63c9b0,nds2.connection.iterate,,
155,22,PAIR:S231108u,L1,L1:GDS-CALIB_STRAIN_CLEAN_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/L1/GDS-CALIB_STRAIN_CLEAN_AR.npy,a41667fc1a2468b8772f072c695e15f4bbdbc4429f576d234a5901950e63c9b0,nds2.connection.iterate,,
156,22,PAIR:S231108u,L1,L1:GDS-GATED_STRAIN_AR,1383483112,1383483129,1383483112.4645596,1383483128.4645596,SUCCESS,16384,float64,262144,262144,1383483112.4645996,1383483128.4645996,work/strain_payload/PAIR_S231108u/L1/GDS-GATED_STRAIN_AR.npy,5d818a34417cf6aa465c6cfb8bbbc032b5b374ecbf8a83ddbdc6e159ff83328f,nds2.connection.iterate,,
157,23,PAIR:S231223bg,H1,H1:GDS-CALIB_STRAIN_AR,1387398389,1387398406,1387398389.0083008,1387398405.0083008,SUCCESS,16384,float64,262144,262144,1387398389.0083008,1387398405.0083008,work/strain_payload/PAIR_S231223bg/H1/GDS-CALIB_STRAIN_AR.npy,b250e13ed66f5a8bf37f3951d4ee37cfa510f56233fefa78358d7941f78735eb,nds2.connection.iterate,,
158,23,PAIR:S231223bg,H1,H1:GDS-CALIB_STRAIN_NOLINES_AR,1387398389,1387398406,1387398389.0083008,1387398405.0083008,SUCCESS,16384,float64,262144,262144,1387398389.0083008,1387398405.0083008,work/strain_payload/PAIR_S231223bg/H1/GDS-CALIB_STRAIN_NOLINES_AR.npy,e1d23b754d9bffe8433d58ce421da63e8c15feefc52b2bbbf2b97da836a75c17,nds2.connection.iterate,,
159,23,PAIR:S231223bg,H1,H1:GDS-CALIB_STRAIN_CLEAN_AR,1387398389,1387398406,1387398389.0083008,1387398405.0083008,SUCCESS,16384,float64,262144,262144,1387398389.0083008,1387398405.0083008,work/strain_payload/PAIR_S231223bg/H1/GDS-CALIB_STRAIN_CLEAN_AR.npy,041a12bc5aaec407656b91211453e543843206586ce514d84fffe5846affdc46,nds2.connection.iterate,,
160,23,PAIR:S231223bg,H1,H1:GDS-GATED_STRAIN_AR,1387398389,1387398406,1387398389.0083008,1387398405.0083008,SUCCESS,16384,float64,262144,262144,1387398389.0083008,1387398405.0083008,work/strain_payload/PAIR_S231223bg/H1/GDS-GATED_STRAIN_AR.npy,f5447b16fbd074cd778ed2d2717610021e1a914631f82b2df6ac1ba833b0af55,nds2.connection.iterate,,
