event,model_a,model_b,parameter,finite_n_a,finite_n_b,raw_W1,scale,full_norm_W1,independent_W1_abs_diff,balanced_seed,balanced_n_each,balanced_q05,balanced_median,balanced_q95
GW230814_061920,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,luminosity_distance,14560,15471,174.5449914599327,2241.544266150903,0.07786818850544269,5.684341886080802e-14,275183681,4000,0.054188990198280135,0.08007342956286473,0.10716341135668624
GW230814_061920,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_mass_source,14560,15471,2.0363138571275905,18.41924515125413,0.11055359980313535,4.440892098500626e-16,189084841,4000,0.08721535367632426,0.1114735129169547,0.130966856161131
GW230814_061920,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_spin,14560,15471,0.011455427185263534,0.10355737374842561,0.11061913575649839,0.0,816013489,4000,0.08837592877800271,0.1125130530393463,0.14024311197898018
GW230814_061920,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chirp_mass_source,14560,15508,0.9491668991388413,9.53579636362958,0.09953724502329483,0.0,165337996,4000,0.07800962972907807,0.10115079695810139,0.11899436217334655
GW230814_061920,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chi_eff,14560,15508,0.011582723590629247,0.21138988850995227,0.0547931770638307,0.0,807662702,4000,0.037919876997775936,0.0545412626714613,0.08039007635382904
GW230814_061920,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,luminosity_distance,14560,15508,281.50384869316036,2205.2031606073842,0.12765438292570971,0.0,732025127,4000,0.10776711377294715,0.12490110294916226,0.15439027266202673
GW230814_061920,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_mass_source,14560,15508,2.3316086573165795,18.890667556492375,0.12342648296276056,4.440892098500626e-16,769583753,4000,0.10383779938477682,0.12114933071233816,0.14526409561740997
GW230814_061920,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_spin,14560,15508,0.004334588133614482,0.09473215546988611,0.04575624941831267,0.0,689073934,4000,0.02972789410501959,0.04841784216902714,0.062314815556719694
GW230814_061920,SEOBNRv5PHM,NRSur7dq4,chirp_mass_source,15471,15508,0.7834230993876808,9.470423844633661,0.0827231296339077,0.0,985655963,4000,0.06638037058112865,0.08552853911011388,0.10717254811216385
GW230814_061920,SEOBNRv5PHM,NRSur7dq4,chi_eff,15471,15508,0.01540675548347412,0.22173861759703484,0.06948160699492043,1.734723475976807e-18,219308887,4000,0.057983441738400227,0.07299912662785843,0.09295062458777836
