event,parameter,model_a,model_b,corrected_S90
GW230704_021211,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.002420761389259755
GW230704_021211,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0026218180907806674
GW230704_021211,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.00019082537321324142
GW230704_021211,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.009023333329236728
GW230704_021211,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.011520969278826475
GW230704_021211,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.020416538251255136
GW230704_021211,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.04640813647319324
GW230704_021211,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.021426874173855623
GW230704_021211,final_spin,SEOBNRv5PHM,NRSur7dq4,0.026114629787969856
GW230707_124047,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07995756809569657
GW230707_124047,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.01729817477730293
GW230707_124047,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.0626865112603923
GW230707_124047,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06985172485051232
GW230707_124047,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.06768890568622503
GW230707_124047,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.002687780539428194
GW230707_124047,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07883831073606734
GW230707_124047,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.026948781468944857
GW230707_124047,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.0510677800345053
GW230707_124047,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06750006282913042
GW230707_124047,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.00018635730188473184
GW230707_124047,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.0671939730644724
GW230707_124047,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.08006776820448729
GW230707_124047,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.12818058573774482
GW230707_124047,final_spin,SEOBNRv5PHM,NRSur7dq4,0.046517385853356824
GW230708_053705,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07447347872216238
GW230708_053705,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,4.850212597870007e-05
GW230708_053705,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.07536017340573829
GW230708_053705,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.04559020529936083
GW230708_053705,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09106788842414494
GW230708_053705,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.045782903394555374
GW230708_053705,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.048035743740321844
GW230708_053705,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.039182219381291364
GW230708_053705,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.008229327807703803
GW230708_053705,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07104123439295539
GW230708_053705,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.008972885544720461
GW230708_053705,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.08099667682431863
GW230708_053705,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.012608040161635806
GW230708_053705,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.13223835704485662
GW230708_053705,final_spin,SEOBNRv5PHM,NRSur7dq4,0.12213788820386569
GW230708_230935,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.018818359718554206
GW230708_230935,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04660773488526628
GW230708_230935,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.029331867868970518
GW230708_230935,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.08413110013404906
GW230708_230935,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.07538963344018691
GW230708_230935,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.010247023406460507
GW230708_230935,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.01911355370619613
GW230708_230935,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04319441537320067
GW230708_230935,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.024124040665562885
GW230708_230935,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.043033760550134775
GW230708_230935,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.086036868855963
GW230708_230935,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.044662292991242844
GW230708_230935,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.09628089201682427
GW230708_230935,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.11670312552765628
GW230708_230935,final_spin,SEOBNRv5PHM,NRSur7dq4,0.01885444736388688
GW230709_122727,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.010580669771695358
GW230709_122727,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03678874538853656
GW230709_122727,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.026659788772092286
GW230709_122727,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0208155964755025
GW230709_122727,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0377526529259943
GW230709_122727,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.016636577017809795
GW230709_122727,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03631892066353112
GW230709_122727,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.016890619187745995
GW230709_122727,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.019273768207983055
GW230709_122727,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.002715763490156993
GW230709_122727,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04029429844519382
GW230709_122727,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.04334237549778405
GW230709_122727,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03530433866029157
GW230709_122727,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09254616441163399
GW230709_122727,final_spin,SEOBNRv5PHM,NRSur7dq4,0.0563575622336857
GW230726_002940,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.003573281350115811
GW230726_002940,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.013228407925803301
GW230726_002940,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.009748352343418594
GW230726_002940,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06785504209795212
GW230726_002940,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.032262972539559384
GW230726_002940,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.03659856861484136
GW230726_002940,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.01052861241285407
GW230726_002940,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.005314156639569152
GW230726_002940,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.005225577935789478
GW230726_002940,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.016838376386394332
GW230726_002940,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03418325269073396
GW230726_002940,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.01759486233541262
GW230726_002940,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.08828756364058629
GW230726_002940,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.11635794135640384
GW230726_002940,final_spin,SEOBNRv5PHM,NRSur7dq4,0.02522397567415886
GW230805_034249,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.040667542964496095
GW230805_034249,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.036586413411693185
GW230805_034249,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.004068784983666535
GW230805_034249,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.08651342423480936
GW230805_034249,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.11350126963843483
GW230805_034249,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.024326089308443617
GW230805_034249,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.115151336888547
GW230805_034249,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0717434513546204
GW230805_034249,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.04431709192133393
GW230805_034249,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.12172797181457277
GW230805_034249,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.1454224247080658
GW230805_034249,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.023079115922087154
GW230805_034249,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.13203949720140726
GW230805_034249,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.2096688690937063
GW230805_034249,final_spin,SEOBNRv5PHM,NRSur7dq4,0.07234914518716992
GW230806_204041,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.016617512527306547
GW230806_204041,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.014786404996852996
GW230806_204041,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.03139077553690123
GW230806_204041,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.04892559282297865
GW230806_204041,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0621554467664931
GW230806_204041,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.01310967766450623
GW230806_204041,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02429383518194082
GW230806_204041,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0037256566889447198
GW230806_204041,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.020351482884286405
GW230806_204041,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.008597197449004102
GW230806_204041,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.01316968183415047
GW230806_204041,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.02164371031841664
GW230806_204041,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.04830610679454209
GW230806_204041,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10532234149911986
GW230806_204041,final_spin,SEOBNRv5PHM,NRSur7dq4,0.057077006613071614
GW230811_032116,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.01488990768813786
GW230811_032116,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02996423473098553
GW230811_032116,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.015800503609397106
GW230811_032116,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0014406808515301911
GW230811_032116,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02749527118505268
GW230811_032116,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.025890216338304517
GW230811_032116,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.007063959123557206
GW230811_032116,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02844504639589617
GW230811_032116,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.02203299245846625
GW230811_032116,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07269388377862854
GW230811_032116,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.008740745854918608
GW230811_032116,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.08095984376175128
GW230811_032116,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07463245388654059
GW230811_032116,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04357023486796764
GW230811_032116,final_spin,SEOBNRv5PHM,NRSur7dq4,0.11974823610284106
GW230814_061920,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.030061284420121775
GW230814_061920,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.1268452809388534
GW230814_061920,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.09786034934885142
GW230814_061920,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.09236314402558594
GW230814_061920,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.055696465849515125
GW230814_061920,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.03866339714834839
GW230814_061920,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06197440647266361
GW230814_061920,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.11986829224714053
GW230814_061920,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.059905881264414075
GW230814_061920,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.09899311272577692
GW230814_061920,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.13030001193690455
GW230814_061920,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.03179624026763007
GW230814_061920,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06939591738942653
GW230814_061920,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.023086375719834122
GW230814_061920,final_spin,SEOBNRv5PHM,NRSur7dq4,0.048978291836442645
GW230814_230901,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03253279724991921
GW230814_230901,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10327772427666773
GW230814_230901,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.0723052708847238
GW230814_230901,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.007055141765875889
GW230814_230901,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04554253778638344
GW230814_230901,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.05255766631112755
GW230814_230901,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.023926145917591107
GW230814_230901,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.12693381838097423
GW230814_230901,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.10300025380098381
GW230814_230901,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.048781861239009794
GW230814_230901,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10244942703968238
GW230814_230901,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.05501469473368093
GW230814_230901,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02767034069533882
GW230814_230901,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.032941048599398524
GW230814_230901,final_spin,SEOBNRv5PHM,NRSur7dq4,0.06188841890821744
GW230824_033047,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.013280537246112148
