endpoint_id,pair_id,event_id,role,config_member,config_size_bytes,config_sha256,utf8_state,configparser_state,physical_line_count,section_count,section_names,default_direct_declaration_count,local_direct_declaration_count,total_direct_declaration_count,continuation_line_count,target_like_direct_declaration_count,af_min_direct_count,af_max_direct_count,fix_af_direct_count,kerr_modes_direct_count,default_inherited_reference_count,structure_state,unresolved_reason,raw_config_retained
PAIR00315:BASE,PAIR00315,GW230922_020344,BASE,pyring/samples/GW230922_020344/GW230922_020344_Kerr_220_np_10M/config_GW230922_020344_Kerr_220_np_10M.ini,1093,e2a19bbb83991c847606afa0d8726869519dd2d15db2467e62ba74c8999a9797,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00315:VARIANT,PAIR00315,GW230922_020344,VARIANT,pyring/samples/GW230922_020344/GW230922_020344_Kerr_220_210_np_10M/config_GW230922_020344_Kerr_220_210_np_10M.ini,1104,254503324e5ba7181dcafece317465bd00eb0fb9955c7fd8c7d140ac0c1cf14c,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00360:BASE,PAIR00360,GW230922_040658,BASE,pyring/samples/GW230922_040658/GW230922_040658_Kerr_220_np_10M/config_GW230922_040658_Kerr_220_np_10M.ini,1094,ccd52e349f0aa4aa005790b917e96f847e1c4ff1d8e3279197359879baf1e6ed,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00360:VARIANT,PAIR00360,GW230922_040658,VARIANT,pyring/samples/GW230922_040658/GW230922_040658_Kerr_221_np_10M/config_GW230922_040658_Kerr_221_np_10M.ini,1105,e247209e94f4a3a8d31eeca66bc2b25d483c38fa0741ee61ff02b5066576ccc3,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00405:BASE,PAIR00405,GW230924_124453,BASE,pyring/samples/GW230924_124453/GW230924_124453_Kerr_220_np_10M/config_GW230924_124453_Kerr_220_np_10M.ini,1093,134078dfe814cdb113b99e2398e1b736a290d11805a511326f528087e1ffce3a,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00405:VARIANT,PAIR00405,GW230924_124453,VARIANT,pyring/samples/GW230924_124453/GW230924_124453_Kerr_221_np_10M/config_GW230924_124453_Kerr_221_np_10M.ini,1104,281fc0f74f0df3d2d5c07a3f6a6624812c55753371c71e62dea0f37739fea60d,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00450:BASE,PAIR00450,GW230927_043729,BASE,pyring/samples/GW230927_043729/GW230927_043729_Kerr_220_np_10M/config_GW230927_043729_Kerr_220_np_10M.ini,1095,d3eda48f013798124bf26aaa8d3be41177d0c8c5ca0d4687cbfa80ed5531c5e9,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00450:VARIANT,PAIR00450,GW230927_043729,VARIANT,pyring/samples/GW230927_043729/GW230927_043729_Kerr_221_np_10M/config_GW230927_043729_Kerr_221_np_10M.ini,1106,0311d1417a4e26fd9d0b589091863176f72d8ef5c0e5cce93c43041c3b387ba3,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00495:BASE,PAIR00495,GW230927_153832,BASE,pyring/samples/GW230927_153832/GW230927_153832_Kerr_220_np_10M/config_GW230927_153832_Kerr_220_np_10M.ini,1094,fd90001317762c55ba36728fdd129a80c54e5c7f7ef9da4974bce049f0b6919b,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00495:VARIANT,PAIR00495,GW230927_153832,VARIANT,pyring/samples/GW230927_153832/GW230927_153832_Kerr_220_210_np_10M/config_GW230927_153832_Kerr_220_210_np_10M.ini,1105,a8ade2869224b0e8dcfb4e3e024b4be5f1f7bf5ae210481b442dee54a32f344a,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00540:BASE,PAIR00540,GW230928_215827,BASE,pyring/samples/GW230928_215827/GW230928_215827_Kerr_220_np_10M/config_GW230928_215827_Kerr_220_np_10M.ini,1097,bf519e9750c9a2bf4df9d7e4536c2be3dbdb3d10365b5d45336fb73ad369a5ca,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00540:VARIANT,PAIR00540,GW230928_215827,VARIANT,pyring/samples/GW230928_215827/GW230928_215827_Kerr_220_320_np_10M/config_GW230928_215827_Kerr_220_320_np_10M.ini,1108,15906db0a9b94814f14c6763a85617777984cd5bce729a0feaa7255e6c44389b,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00583:BASE,PAIR00583,GW231001_140220,BASE,pyring/samples/GW231001_140220/GW231001_140220_Kerr_220_np_10M/config_GW231001_140220_Kerr_220_np_10M.ini,1095,3f1c9bf19c7491df6e4977ef84e183ce5d8b7934e38b86cf2754fdec7f8fef73,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00583:VARIANT,PAIR00583,GW231001_140220,VARIANT,pyring/samples/GW231001_140220/GW231001_140220_Kerr_221_np_10M/config_GW231001_140220_Kerr_221_np_10M.ini,1106,f5adfd4c4eec37f10f2fa6e04284862251a5b69b0e8b8a4e45b00c1ca2e07a96,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00621:BASE,PAIR00621,GW231028_153006,BASE,pyring/samples/GW231028_153006/GW231028_153006_Kerr_220_np_10M/config_GW231028_153006_Kerr_220_np_10M.ini,1098,b8ea3588bb0b8d7f70286a8249f64f8fd2db59f37d3299ed0b9325a9c129f162,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00621:VARIANT,PAIR00621,GW231028_153006,VARIANT,pyring/samples/GW231028_153006/GW231028_153006_Kerr_220_200_np_10M/config_GW231028_153006_Kerr_220_200_np_10M.ini,1109,d8d87dd1371c7157d2c09c35324c306f5af3127eec7e6e3ce49aca98ec803bae,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00666:BASE,PAIR00666,GW231102_071736,BASE,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_np_10M/config_GW231102_071736_Kerr_220_np_10M.ini,1096,6f5cdd0e93a67b2676cb23299c20c6dba712cb6ca6d6b975df5bd2656baaec20,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00666:VARIANT,PAIR00666,GW231102_071736,VARIANT,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_320_np_10M/config_GW231102_071736_Kerr_220_320_np_10M.ini,1107,7c569dd7b99c093e893bb2fa2bf4049d6607aeb96ed1e5156cdba97e9f69ea3f,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00711:BASE,PAIR00711,GW231108_125142,BASE,pyring/samples/GW231108_125142/GW231108_125142_Kerr_220_np_10M/config_GW231108_125142_Kerr_220_np_10M.ini,1092,aa534dc8474196d0423ac02589fbe2cbb41f96d8e972695b9c3d7c7bd22f43aa,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00711:VARIANT,PAIR00711,GW231108_125142,VARIANT,pyring/samples/GW231108_125142/GW231108_125142_Kerr_221_np_10M/config_GW231108_125142_Kerr_221_np_10M.ini,1103,711f78ec5ac576492607869ad56d31f18e4566b3896d1888ec57831473c12826,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00754:BASE,PAIR00754,GW231206_233134,BASE,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_np_10M/config_GW231206_233134_Kerr_220_np_10M.ini,1094,1e58484cae8f732970dbe28a978f51b7cb9ae627f28c9dd852f541b1999c9b63,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00754:VARIANT,PAIR00754,GW231206_233134,VARIANT,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_320_np_10M/config_GW231206_233134_Kerr_220_320_np_10M.ini,1105,6a86619479ed5cafaef975cadd406da1316283aaee45af9d387f1d760d6195ee,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00792:BASE,PAIR00792,GW231206_233901,BASE,pyring/samples/GW231206_233901/GW231206_233901_Kerr_220_np_10M/config_GW231206_233901_Kerr_220_np_10M.ini,1094,06289205748546b5b5c44e221f6b654a9e94698c9a3bb0b24ae9be28eb9cc736,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00792:VARIANT,PAIR00792,GW231206_233901,VARIANT,pyring/samples/GW231206_233901/GW231206_233901_Kerr_221_np_10M/config_GW231206_233901_Kerr_221_np_10M.ini,1105,7a0388f787bece715cc9d7d7699c25e03f396cdf2f49ebabd3f1513c9b54cab3,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00837:BASE,PAIR00837,GW231213_111417,BASE,pyring/samples/GW231213_111417/GW231213_111417_Kerr_220_np_10M/config_GW231213_111417_Kerr_220_np_10M.ini,1093,87f4fc7d08e22788651c7fc314ddedc918eb943a531d0bb905a93d9485151459,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00837:VARIANT,PAIR00837,GW231213_111417,VARIANT,pyring/samples/GW231213_111417/GW231213_111417_Kerr_221_np_10M/config_GW231213_111417_Kerr_221_np_10M.ini,1104,d2f25c8f540ece4c02225eec84feae07f354c48e5a1edc7e0d130773f1c4d954,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00880:BASE,PAIR00880,GW231223_032836,BASE,pyring/samples/GW231223_032836/GW231223_032836_Kerr_220_np_10M/config_GW231223_032836_Kerr_220_np_10M.ini,1107,b3fbc2b43b2a30302c0a3ac40ad99b36137f62f729b4576d291ef01cec2e82cd,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00880:VARIANT,PAIR00880,GW231223_032836,VARIANT,pyring/samples/GW231223_032836/GW231223_032836_Kerr_221_np_10M/config_GW231223_032836_Kerr_221_np_10M.ini,1118,046dd14375887505516f050da997eb6c0c5ca97f60ecc323bc0907388df55538,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00918:BASE,PAIR00918,GW231226_101520,BASE,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_np_10M/config_GW231226_101520_Kerr_220_np_10M.ini,1094,9f09e3a93e5ab94dd015bc8a2ea98f7fcb352446130922d5cd92d5111780a109,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
PAIR00918:VARIANT,PAIR00918,GW231226_101520,VARIANT,pyring/samples/GW231226_101520/GW231226_101520_Kerr_220_210_np_10M/config_GW231226_101520_Kerr_220_210_np_10M.ini,1105,f2bb53f0ec7fbdf46ba7f0ed550329710328dc8174fd10120ebb98ce712eea5b,PASS,PASS,74,5,input|Sampler settings|Priors|Injection|Plot,0,55,55,0,2,0,0,0,1,0,CAPTURED,,false
